Open time,Engolfo,FuCandle,Structure,StructTop,StructBottom,StructPD,VelaBull,ImbLow,ImbHigh,Long,Short
2017-01-18 12:00:00+03:00,-1,0,1,1.0719,1.03249,0.870337,False,0.0,0.0,1,0
2017-01-18 16:00:00+03:00,0,0,1,1.0719,1.03249,0.907638,True,0.0,0.0,1,0
2017-01-18 20:00:00+03:00,-1,0,1,1.0719,1.03249,0.770617,False,1.06349,1.06645,1,0
2017-01-19 00:00:00+03:00,-1,0,1,1.0719,1.03249,0.768079,False,0.0,0.0,1,0
2017-01-19 04:00:00+03:00,1,0,1,1.0719,1.03249,0.796245,True,0.0,0.0,1,0
2017-01-19 08:00:00+03:00,1,0,1,1.0719,1.03249,0.851307,True,0.0,0.0,1,0
2017-01-19 12:00:00+03:00,-1,0,1,1.0719,1.03249,0.746257,False,0.0,0.0,1,0
2017-01-19 16:00:00+03:00,0,0,1,1.0719,1.03249,0.778483,True,0.0,0.0,1,0
2017-01-19 20:00:00+03:00,1,0,1,1.0719,1.03249,0.857143,True,1.06367,1.06519,1,0
2017-01-20 00:00:00+03:00,1,0,1,1.0719,1.03249,0.903324,True,1.06691,1.06709,1,0
2017-01-20 04:00:00+03:00,0,0,1,1.0719,1.03249,0.880995,False,0.0,0.0,1,0
2017-01-20 08:00:00+03:00,-1,0,1,1.0719,1.03249,0.814768,False,1.0657,1.06709,1,0
2017-01-20 12:00:00+03:00,0,0,1,1.0719,1.03249,0.84065,True,0.0,0.0,1,0
2017-01-20 16:00:00+03:00,1,0,1,1.0719,1.03249,0.886577,True,1.0657,1.06654,1,0
2017-01-20 20:00:00+03:00,1,0,1,1.0719,1.03249,0.947222,True,0.0,0.0,1,0
2017-01-23 00:00:00+03:00,1,0,1,1.07445,1.05888,0.995504,True,1.0709,1.07346,0,0
2017-01-23 04:00:00+03:00,1,0,1,1.07495,1.05888,0.990044,True,0.0,0.0,0,0
2017-01-23 08:00:00+03:00,-1,0,1,1.07495,1.05888,0.850031,False,0.0,0.0,1,0
2017-01-23 12:00:00+03:00,0,0,1,1.07495,1.05888,0.877411,True,0.0,0.0,1,0
2017-01-23 16:00:00+03:00,0,0,1,1.07495,1.05888,0.859365,False,0.0,0.0,1,0
2017-01-23 20:00:00+03:00,1,0,1,1.07688,1.07059,0.90938,True,0.0,0.0,0,0
2017-01-24 00:00:00+03:00,0,0,1,1.07719,1.07059,0.730303,False,0.0,0.0,1,0
2017-01-24 04:00:00+03:00,0,0,1,1.07719,1.07059,0.742424,True,0.0,0.0,1,0
2017-01-24 08:00:00+03:00,-1,0,1,1.07719,1.07059,0.518182,False,0.0,0.0,1,0
2017-01-24 12:00:00+03:00,0,0,1,1.07719,1.07059,0.622727,True,0.0,0.0,1,0
2017-01-24 16:00:00+03:00,0,0,1,1.07719,1.07059,0.760606,True,0.0,0.0,1,0
2017-01-24 20:00:00+03:00,-1,0,1,1.07719,1.07059,0.380303,False,1.07346,1.07429,1,0
2017-01-25 00:00:00+03:00,0,0,1,1.07719,1.07059,0.351515,True,0.0,0.0,1,0
2017-01-25 04:00:00+03:00,0,0,1,1.07719,1.07059,0.304545,False,0.0,0.0,1,1
2017-01-25 08:00:00+03:00,1,0,1,1.07719,1.07059,0.660606,True,0.0,0.0,0,0
2017-01-25 12:00:00+03:00,0,0,1,1.07719,1.07059,0.584848,False,0.0,0.0,1,0
2017-01-25 16:00:00+03:00,0,0,1,1.07719,1.07059,0.475758,False,0.0,0.0,1,0
2017-01-25 20:00:00+03:00,0,0,1,1.07719,1.07059,0.615152,True,0.0,0.0,1,0
2017-01-26 00:00:00+03:00,1,0,1,1.07719,1.07059,0.798485,True,0.0,0.0,0,0
2017-01-26 04:00:00+03:00,0,0,1,1.07719,1.07059,0.748485,False,0.0,0.0,1,0
2017-01-26 08:00:00+03:00,-1,0,1,1.07719,1.07059,0.225758,False,1.0733,1.07526,1,0
2017-01-26 12:00:00+03:00,-1,0,-1,1.07745,1.06884,0.095238,False,1.07044,1.07156,0,0
2017-01-26 16:00:00+03:00,-1,0,-1,1.07745,1.06572,0.248082,False,0.0,0.0,0,0
2017-01-26 20:00:00+03:00,0,0,-1,1.07745,1.06572,0.202899,False,0.0,0.0,0,0
2017-01-27 00:00:00+03:00,0,0,-1,1.07745,1.06572,0.213981,True,0.0,0.0,0,0
2017-01-27 04:00:00+03:00,-1,0,-1,1.07745,1.06572,0.12191,False,0.0,0.0,0,0
2017-01-27 08:00:00+03:00,1,0,-1,1.07745,1.06572,0.303495,True,0.0,0.0,0,1
2017-01-27 12:00:00+03:00,0,0,-1,1.07745,1.06572,0.347826,True,0.0,0.0,0,1
2017-01-27 16:00:00+03:00,0,0,-1,1.07745,1.06572,0.214834,False,0.0,0.0,0,0
2017-01-27 20:00:00+03:00,0,0,-1,1.07745,1.06572,0.337596,True,0.0,0.0,0,1
2017-01-30 00:00:00+03:00,1,0,-1,1.07745,1.06572,0.675192,True,1.06992,1.07231,0,0
2017-01-30 04:00:00+03:00,0,0,-1,1.07745,1.06572,0.568627,False,0.0,0.0,0,1
2017-01-30 08:00:00+03:00,-1,0,-1,1.07745,1.06572,0.323956,False,1.06994,1.07231,0,0
2017-01-30 12:00:00+03:00,-1,0,-1,1.07399,1.062,0.201835,False,0.0,0.0,0,0
2017-01-30 16:00:00+03:00,0,0,-1,1.07399,1.062,0.605505,True,0.0,0.0,0,0
2017-01-30 20:00:00+03:00,0,0,-1,1.07399,1.062,0.6005,False,0.0,0.0,0,0
2017-01-31 00:00:00+03:00,0,0,-1,1.07399,1.062,0.608841,True,0.0,0.0,0,0
2017-01-31 04:00:00+03:00,0,0,-1,1.07399,1.062,0.663053,True,0.0,0.0,0,0
2017-01-31 08:00:00+03:00,0,0,-1,1.07399,1.062,0.7598,True,0.0,0.0,0,0
2017-01-31 12:00:00+03:00,1,0,1,1.07648,1.062,0.93232,True,1.07247,1.07484,0,0
2017-01-31 16:00:00+03:00,1,0,1,1.0812,1.062,0.849479,True,1.07648,1.07824,0,0
2017-01-31 20:00:00+03:00,0,0,1,1.0812,1.062,0.920833,True,0.0,0.0,1,0
2017-02-01 00:00:00+03:00,0,0,1,1.0812,1.062,0.9,False,0.0,0.0,1,0
2017-02-01 04:00:00+03:00,0,0,1,1.0812,1.062,0.886979,False,0.0,0.0,1,0
2017-02-01 08:00:00+03:00,-1,0,1,1.0812,1.062,0.855208,False,0.0,0.0,1,0
2017-02-01 12:00:00+03:00,-1,0,1,1.0812,1.062,0.730208,False,1.07625,1.07744,1,0
2017-02-01 16:00:00+03:00,-1,0,1,1.0812,1.062,0.690104,False,0.0,0.0,1,0
2017-02-01 20:00:00+03:00,1,0,1,1.0812,1.062,0.768229,True,0.0,0.0,0,0
2017-02-02 00:00:00+03:00,0,0,1,1.0812,1.062,0.846354,True,0.0,0.0,1,0
2017-02-02 04:00:00+03:00,1,0,1,1.0812,1.062,0.896875,True,0.0,0.0,0,0
2017-02-02 08:00:00+03:00,1,0,1,1.08181,1.07298,0.962627,True,0.0,0.0,0,0
2017-02-02 12:00:00+03:00,0,0,1,1.08284,1.07298,0.853955,False,0.0,0.0,0,0
2017-02-02 16:00:00+03:00,-1,0,1,1.08284,1.07298,0.584178,False,0.0,0.0,0,0
2017-02-02 20:00:00+03:00,-1,0,1,1.08284,1.07298,0.274848,False,1.07715,1.0784,0,0
2017-02-03 00:00:00+03:00,0,0,1,1.08284,1.07298,0.399594,True,0.0,0.0,0,1
2017-02-03 04:00:00+03:00,0,0,1,1.08284,1.07298,0.278905,False,0.0,0.0,0,1
2017-02-03 08:00:00+03:00,-1,0,1,1.08284,1.07298,0.115619,False,0.0,0.0,1,0
2017-02-03 12:00:00+03:00,0,0,1,1.08284,1.07298,0.261663,True,0.0,0.0,0,1
2017-02-03 16:00:00+03:00,1,0,1,1.08284,1.07298,0.542596,True,0.0,0.0,0,1
2017-02-03 20:00:00+03:00,0,0,1,1.08284,1.07298,0.497972,False,0.0,0.0,0,1
2017-02-06 00:00:00+03:00,0,0,1,1.08284,1.07298,0.510142,False,0.0,0.0,0,1
2017-02-06 04:00:00+03:00,0,0,1,1.08284,1.07298,0.451318,False,0.0,0.0,0,1
2017-02-06 08:00:00+03:00,-1,0,1,1.08284,1.07298,0.165314,False,1.07464,1.07728,1,0
2017-02-06 12:00:00+03:00,-1,0,-1,1.08284,1.0708,0.039867,False,0.0,0.0,0,1
2017-02-06 16:00:00+03:00,0,0,-1,1.08284,1.07053,0.236393,True,0.0,0.0,0,1
2017-02-06 20:00:00+03:00,1,0,-1,1.08284,1.07053,0.353371,True,0.0,0.0,0,0
2017-02-07 00:00:00+03:00,0,0,-1,1.08284,1.07053,0.199025,False,0.0,0.0,0,1
2017-02-07 04:00:00+03:00,-1,0,-1,1.08284,1.07053,0.057677,False,1.07127,1.07207,0,0
2017-02-07 08:00:00+03:00,-1,0,-1,1.07547,1.06558,0.0364,False,1.06858,1.07039,0,0
2017-02-07 12:00:00+03:00,0,0,-1,1.07547,1.06558,0.19818,True,0.0,0.0,0,0
2017-02-07 16:00:00+03:00,1,0,-1,1.07547,1.06558,0.364004,True,0.0,0.0,0,0
2017-02-07 20:00:00+03:00,0,0,-1,1.07547,1.06558,0.264914,False,0.0,0.0,0,0
2017-02-08 00:00:00+03:00,0,0,-1,1.07547,1.06558,0.292214,True,0.0,0.0,0,0
2017-02-08 04:00:00+03:00,0,0,-1,1.07547,1.06558,0.210313,False,0.0,0.0,0,0
2017-02-08 08:00:00+03:00,-1,0,-1,1.07058,1.06402,0.057927,False,0.0,0.0,0,0
2017-02-08 12:00:00+03:00,0,0,-1,1.07058,1.06402,0.449695,True,0.0,0.0,0,0
2017-02-08 16:00:00+03:00,1,0,-1,1.07058,1.06402,0.858232,True,1.06764,1.06782,0,0
2017-02-08 20:00:00+03:00,0,0,-1,1.07058,1.06402,0.864329,True,0.0,0.0,0,0
2017-02-09 00:00:00+03:00,0,0,-1,1.07058,1.06402,0.678354,False,0.0,0.0,0,0
2017-02-09 04:00:00+03:00,-1,0,-1,1.07058,1.06402,0.612805,False,0.0,0.0,0,0
2017-02-09 08:00:00+03:00,1,0,-1,1.07058,1.06402,0.9375,True,0.0,0.0,0,0
2017-02-09 12:00:00+03:00,0,0,-1,1.07058,1.06402,0.629573,False,0.0,0.0,0,0
2017-02-09 16:00:00+03:00,-1,0,-1,1.07058,1.06402,0.25,False,1.06644,1.06728,0,0
2017-02-09 20:00:00+03:00,0,0,-1,1.07058,1.06402,0.21189,False,0.0,0.0,0,0
2017-02-10 00:00:00+03:00,0,0,-1,1.07058,1.06402,0.3125,True,0.0,0.0,0,0
2017-02-10 04:00:00+03:00,0,0,-1,1.07058,1.06402,0.192073,False,0.0,0.0,0,0
2017-02-10 08:00:00+03:00,-1,0,-1,1.07058,1.06402,0.022866,False,1.06495,1.06512,0,0
2017-02-10 12:00:00+03:00,-1,0,-1,1.07138,1.0616,0.029652,False,0.0,0.0,0,0
2017-02-10 16:00:00+03:00,0,0,-1,1.07138,1.06072,0.248593,True,0.0,0.0,0,0
2017-02-10 20:00:00+03:00,0,0,-1,1.07138,1.06072,0.286116,True,0.0,0.0,0,0
2017-02-13 00:00:00+03:00,-1,0,-1,1.07138,1.06072,0.123827,False,0.0,0.0,0,0
2017-02-13 04:00:00+03:00,0,0,-1,1.07138,1.06072,0.193246,True,0.0,0.0,0,0
2017-02-13 08:00:00+03:00,1,0,-1,1.07138,1.06072,0.27955,True,0.0,0.0,0,0
2017-02-13 12:00:00+03:00,-1,0,-1,1.07138,1.06072,0.15197,False,1.06245,1.06264,0,0
2017-02-13 16:00:00+03:00,-1,0,-1,1.06581,1.05917,0.055723,False,1.06054,1.06204,0,0
2017-02-13 20:00:00+03:00,0,0,-1,1.06581,1.05917,0.082831,True,0.0,0.0,0,0
2017-02-14 00:00:00+03:00,0,0,-1,1.06581,1.05917,0.054217,True,0.0,0.0,0,0
2017-02-14 04:00:00+03:00,1,0,-1,1.06581,1.05917,0.411145,True,0.0,0.0,0,0
2017-02-14 08:00:00+03:00,0,0,-1,1.06581,1.05917,0.381024,False,0.0,0.0,0,0
2017-02-14 12:00:00+03:00,0,0,-1,1.06581,1.05917,0.314759,False,0.0,0.0,0,0
2017-02-14 16:00:00+03:00,-1,0,-1,1.06331,1.05607,0.05663,False,1.05796,1.06077,0,0
2017-02-14 20:00:00+03:00,0,0,-1,1.06331,1.05607,0.216851,True,0.0,0.0,0,0
2017-02-15 00:00:00+03:00,0,0,-1,1.06331,1.05607,0.172652,False,0.0,0.0,0,0
2017-02-15 04:00:00+03:00,0,0,-1,1.06331,1.05607,0.247238,True,0.0,0.0,0,0
2017-02-15 08:00:00+03:00,-1,0,-1,1.06331,1.05472,0.094296,False,1.05607,1.05679,0,0
2017-02-15 12:00:00+03:00,-1,0,-1,1.06331,1.0521,0.113292,False,0.0,0.0,0,0
2017-02-15 16:00:00+03:00,1,0,-1,1.06331,1.0521,0.555754,True,1.05607,1.05805,0,0
2017-02-15 20:00:00+03:00,0,0,-1,1.06331,1.0521,0.696699,True,0.0,0.0,0,0
2017-02-16 00:00:00+03:00,1,0,-1,1.06331,1.0521,0.891169,True,1.06068,1.06115,0,1
2017-02-16 04:00:00+03:00,0,0,-1,1.06331,1.0521,0.8876,False,0.0,0.0,0,0
2017-02-16 08:00:00+03:00,1,0,1,1.0641,1.0521,0.985833,True,1.06239,1.0624,0,1
2017-02-16 12:00:00+03:00,0,0,1,1.06553,1.0521,0.861504,False,0.0,0.0,0,0
2017-02-16 16:00:00+03:00,0,0,1,1.0679,1.0521,0.832911,True,0.0,0.0,0,0
2017-02-16 20:00:00+03:00,0,0,1,1.0679,1.0521,0.960127,True,0.0,0.0,0,0
2017-02-17 00:00:00+03:00,0,0,1,1.0679,1.0521,0.948734,False,0.0,0.0,0,0
2017-02-17 04:00:00+03:00,0,0,1,1.0679,1.0521,0.95,True,0.0,0.0,0,0
2017-02-17 08:00:00+03:00,-1,0,1,1.0679,1.0521,0.772785,False,1.06577,1.06688,1,0
2017-02-17 12:00:00+03:00,0,0,1,1.0679,1.0521,0.847468,True,0.0,0.0,0,0
2017-02-17 16:00:00+03:00,-1,0,1,1.0679,1.0521,0.587975,False,1.06165,1.06397,1,0
2017-02-17 20:00:00+03:00,-1,0,1,1.0679,1.0521,0.535443,False,0.0,0.0,0,0
2017-02-20 00:00:00+03:00,0,0,1,1.0679,1.0521,0.558228,True,0.0,0.0,0,0
2017-02-20 04:00:00+03:00,0,0,1,1.0679,1.0521,0.588608,True,0.0,0.0,0,0
2017-02-20 08:00:00+03:00,1,0,1,1.0679,1.0521,0.639873,True,0.0,0.0,0,0
2017-02-20 12:00:00+03:00,0,0,1,1.0679,1.0521,0.629114,False,0.0,0.0,0,0
2017-02-20 16:00:00+03:00,0,0,1,1.0679,1.0521,0.558228,False,0.0,0.0,0,0
2017-02-20 20:00:00+03:00,0,0,1,1.0679,1.0521,0.56519,True,0.0,0.0,0,0
2017-02-21 00:00:00+03:00,-1,0,1,1.0679,1.0521,0.400633,False,1.0588,1.06079,1,0
2017-02-21 04:00:00+03:00,0,0,1,1.0679,1.0521,0.401899,False,0.0,0.0,1,0
2017-02-21 08:00:00+03:00,-1,0,1,1.0679,1.0521,0.134177,False,1.05456,1.05767,1,0
2017-02-21 12:00:00+03:00,-1,0,1,1.0679,1.0521,0.1,False,0.0,0.0,1,0
2017-02-21 16:00:00+03:00,0,0,1,1.0679,1.0521,0.142405,True,0.0,0.0,1,0
2017-02-21 20:00:00+03:00,0,0,1,1.0679,1.0521,0.087975,False,0.0,0.0,1,0
2017-02-22 00:00:00+03:00,0,0,1,1.0679,1.0521,0.176582,True,0.0,0.0,1,0
2017-02-22 04:00:00+03:00,0,0,1,1.0679,1.0521,0.147468,False,0.0,0.0,1,0
2017-02-22 08:00:00+03:00,-1,0,-1,1.0679,1.04973,0.06164,False,1.05167,1.05425,1,0
2017-02-22 12:00:00+03:00,0,0,-1,1.0679,1.04933,0.11147,True,0.0,0.0,1,0
2017-02-22 16:00:00+03:00,1,0,-1,1.0679,1.04933,0.28433,True,1.05167,1.05286,1,0
2017-02-22 20:00:00+03:00,0,0,-1,1.0679,1.04933,0.344642,True,0.0,0.0,1,0
2017-02-23 00:00:00+03:00,0,0,-1,1.0679,1.04933,0.31664,False,0.0,0.0,1,0
2017-02-23 04:00:00+03:00,1,0,-1,1.0679,1.04933,0.388799,True,0.0,0.0,1,0
2017-02-23 08:00:00+03:00,-1,0,-1,1.0679,1.04933,0.284868,False,0.0,0.0,1,0
2017-02-23 12:00:00+03:00,1,0,-1,1.0679,1.04933,0.462574,True,0.0,0.0,1,0
2017-02-23 16:00:00+03:00,0,0,-1,1.0679,1.04933,0.389876,False,0.0,0.0,1,0
2017-02-23 20:00:00+03:00,0,0,-1,1.0679,1.04933,0.469036,True,0.0,0.0,1,0
2017-02-24 00:00:00+03:00,0,0,-1,1.0679,1.04933,0.435649,False,0.0,0.0,1,0
2017-02-24 04:00:00+03:00,0,0,-1,1.0679,1.04933,0.468498,True,0.0,0.0,1,0
2017-02-24 08:00:00+03:00,1,0,-1,1.0679,1.04933,0.537426,True,0.0,0.0,1,0
2017-02-24 12:00:00+03:00,1,0,-1,1.0679,1.04933,0.646742,True,0.0,0.0,1,0
2017-02-24 16:00:00+03:00,-1,0,-1,1.0679,1.04933,0.403339,False,1.05772,1.0583,1,0
2017-02-24 20:00:00+03:00,-1,0,-1,1.0679,1.04933,0.312332,False,0.0,0.0,1,0
2017-02-27 00:00:00+03:00,0,0,-1,1.0679,1.04933,0.419494,True,0.0,0.0,1,0
2017-02-27 04:00:00+03:00,0,0,-1,1.0679,1.04933,0.399569,False,0.0,0.0,1,0
2017-02-27 08:00:00+03:00,1,0,-1,1.0679,1.04933,0.497577,True,1.0574,1.05777,1,0
2017-02-27 12:00:00+03:00,1,0,-1,1.0679,1.04933,0.567044,True,1.05874,1.05876,1,0
2017-02-27 16:00:00+03:00,1,0,-1,1.0679,1.04933,0.596123,True,0.0,0.0,1,0
2017-02-27 20:00:00+03:00,-1,0,-1,1.0679,1.04933,0.494346,False,0.0,0.0,1,0
2017-02-28 00:00:00+03:00,0,0,-1,1.0679,1.04933,0.485191,False,0.0,0.0,1,0
2017-02-28 04:00:00+03:00,1,0,-1,1.0679,1.04933,0.543888,True,0.0,0.0,1,0
2017-02-28 08:00:00+03:00,0,0,-1,1.0679,1.04933,0.513193,False,0.0,0.0,1,0
2017-02-28 12:00:00+03:00,0,0,-1,1.0679,1.04933,0.547658,True,0.0,0.0,1,0
2017-02-28 16:00:00+03:00,0,0,-1,1.0679,1.04933,0.612816,True,0.0,0.0,1,0
2017-02-28 20:00:00+03:00,-1,0,-1,1.0679,1.04933,0.443726,False,1.05778,1.05912,1,0
2017-03-01 00:00:00+03:00,0,0,-1,1.0679,1.04933,0.422725,False,0.0,0.0,1,0
2017-03-01 04:00:00+03:00,0,0,-1,1.0679,1.04933,0.333333,False,0.0,0.0,1,0
2017-03-01 08:00:00+03:00,-1,0,-1,1.0679,1.04933,0.248788,False,1.05456,1.05504,1,0
2017-03-01 12:00:00+03:00,-1,0,-1,1.0679,1.04933,0.170705,False,0.0,0.0,1,0
2017-03-01 16:00:00+03:00,1,0,-1,1.0679,1.04933,0.375875,True,0.0,0.0,1,0
2017-03-01 20:00:00+03:00,0,0,-1,1.0679,1.04933,0.283253,False,0.0,0.0,1,0
2017-03-02 00:00:00+03:00,-1,0,-1,1.0679,1.04933,0.219171,False,1.05344,1.05415,1,0
2017-03-02 04:00:00+03:00,0,0,-1,1.0679,1.04933,0.200323,False,0.0,0.0,1,0
2017-03-02 08:00:00+03:00,-1,0,-1,1.0679,1.04933,0.172859,False,0.0,0.0,1,0
2017-03-02 12:00:00+03:00,-1,0,-1,1.0679,1.04933,0.109855,False,0.0,0.0,1,0
2017-03-02 16:00:00+03:00,-1,0,-1,1.0679,1.04933,0.067313,False,0.0,0.0,1,0
2017-03-02 20:00:00+03:00,0,0,-1,1.0679,1.04933,0.067851,False,0.0,0.0,1,0
2017-03-03 00:00:00+03:00,1,0,-1,1.0679,1.04933,0.132472,True,1.05113,1.0512,1,0
2017-03-03 04:00:00+03:00,0,0,-1,1.0679,1.04933,0.130856,False,0.0,0.0,1,0
2017-03-03 08:00:00+03:00,0,0,-1,1.0679,1.04933,0.124933,False,0.0,0.0,1,0
2017-03-03 12:00:00+03:00,1,0,-1,1.0679,1.04933,0.403877,True,1.05278,1.0544,1,0
2017-03-03 16:00:00+03:00,0,0,-1,1.0679,1.04933,0.366182,False,0.0,0.0,1,0
2017-03-03 20:00:00+03:00,1,0,-1,1.0679,1.04933,0.663974,True,1.05699,1.05994,1,0
2017-03-06 00:00:00+03:00,0,0,-1,1.0679,1.04933,0.611201,True,0.0,0.0,1,0
2017-03-06 04:00:00+03:00,0,0,-1,1.0679,1.04933,0.594507,False,0.0,0.0,1,0
2017-03-06 08:00:00+03:00,0,-1,-1,1.0679,1.04933,0.583737,False,0.0,0.0,1,0
2017-03-06 12:00:00+03:00,0,0,-1,1.0679,1.04933,0.559505,False,0.0,0.0,1,0
2017-03-06 16:00:00+03:00,0,0,-1,1.0679,1.04933,0.451804,False,0.0,0.0,1,0
2017-03-06 20:00:00+03:00,0,0,-1,1.0679,1.04933,0.468498,True,0.0,0.0,1,0
2017-03-07 00:00:00+03:00,0,0,-1,1.0679,1.04933,0.479268,True,0.0,0.0,1,0
2017-03-07 04:00:00+03:00,1,0,-1,1.0679,1.04933,0.494346,True,0.0,0.0,1,0
2017-03-07 08:00:00+03:00,-1,0,-1,1.0679,1.04933,0.375337,False,0.0,0.0,1,0
2017-03-07 12:00:00+03:00,0,0,-1,1.0679,1.04933,0.407647,True,0.0,0.0,1,0
2017-03-07 16:00:00+03:00,0,0,-1,1.0679,1.04933,0.437264,True,0.0,0.0,1,0
2017-03-07 20:00:00+03:00,0,0,-1,1.0679,1.04933,0.388799,False,0.0,0.0,1,0
2017-03-08 00:00:00+03:00,0,0,-1,1.0679,1.04933,0.399569,True,0.0,0.0,1,0
2017-03-08 04:00:00+03:00,-1,0,-1,1.0679,1.04933,0.375337,False,0.0,0.0,1,0
2017-03-08 08:00:00+03:00,-1,0,-1,1.0679,1.04933,0.33441,False,0.0,0.0,1,0
2017-03-08 12:00:00+03:00,0,0,-1,1.0679,1.04933,0.324179,False,0.0,0.0,1,0
2017-03-08 16:00:00+03:00,0,0,-1,1.0679,1.04933,0.230479,False,0.0,0.0,1,0
2017-03-08 20:00:00+03:00,0,0,-1,1.0679,1.04933,0.247173,True,0.0,0.0,1,0
2017-03-09 00:00:00+03:00,0,0,-1,1.0679,1.04933,0.263866,True,0.0,0.0,1,0
2017-03-09 04:00:00+03:00,-1,0,-1,1.0679,1.04933,0.210016,False,0.0,0.0,1,0
2017-03-09 08:00:00+03:00,1,0,-1,1.0679,1.04933,0.350027,True,0.0,0.0,1,0
2017-03-09 12:00:00+03:00,1,0,-1,1.0679,1.04933,0.488961,True,0.0,0.0,1,0
2017-03-09 16:00:00+03:00,0,-1,-1,1.0679,1.04933,0.46419,False,0.0,0.0,1,0
2017-03-09 20:00:00+03:00,0,0,-1,1.0679,1.04933,0.443188,False,0.0,0.0,1,0
2017-03-10 00:00:00+03:00,0,0,-1,1.0679,1.04933,0.504577,True,0.0,0.0,1,0
2017-03-10 04:00:00+03:00,1,0,-1,1.0679,1.04933,0.562197,True,0.0,0.0,1,0
2017-03-10 08:00:00+03:00,1,0,-1,1.0679,1.04933,0.647281,True,0.0,0.0,1,0
2017-03-10 12:00:00+03:00,1,0,-1,1.0679,1.04933,0.821217,True,1.0619,1.06197,1,0
2017-03-10 16:00:00+03:00,1,0,-1,1.0679,1.04933,0.944534,True,1.06464,1.06682,1,0
2017-03-10 20:00:00+03:00,0,0,-1,1.0679,1.04933,0.957997,True,1.0677,1.06782,1,0
2017-03-13 00:00:00+03:00,0,0,1,1.06925,1.04933,0.960843,True,0.0,0.0,1,0
